GroupNumber    M200[Msol]    fdisk    fbulge    fihl    DtoT_30kpc    kappa_co_30kpc    f_gt_100kpc    f_gt_30kpc    f_gt_2r50    disk_t50    disk_r50    disk_sfr    bulge_t50    bulge_r50    bulge_sfr    ihl_t50    ihl_r50    ihl_sfr
2047 6.356419e+11 4.453568e-01 4.648210e-01 8.982221e-02 5.269824e-01 4.133004e-01 5.606023e-03 2.763444e-02 1.670153e-01 6.591866e+00 4.823540e+00 2.957158e-01 8.570333e+00 2.691161e+00 2.589229e-02 1.055294e+01 2.165690e+01 1.380023e-02
2048 6.437612e+11 1.799840e-01 6.177005e-01 2.023155e-01 1.911425e-01 2.599133e-01 4.504181e-03 3.979091e-02 2.711991e-01 2.417355e+00 4.195397e+00 7.764174e-01 8.613583e+00 3.541715e+00 4.234654e-02 7.744880e+00 1.474472e+01 2.210976e-02
2049 6.629476e+11 6.304523e-01 3.386422e-01 3.090550e-02 6.860098e-01 6.024275e-01 2.230817e-03 7.505127e-02 2.578275e-01 6.884959e+00 1.278873e+01 6.247286e-01 9.825345e+00 3.232056e+00 1.320896e-01 1.070009e+01 2.236473e+01 0.000000e+00
2050 6.428532e+11 4.361301e-01 5.351752e-01 2.869471e-02 5.682585e-01 5.041254e-01 6.023780e-03 2.335355e-02 1.798237e-01 4.299280e+00 6.350736e+00 5.371429e-01 7.143828e+00 3.529245e+00 2.962593e-01 9.982151e+00 4.612203e+01 0.000000e+00
2051 7.390987e+11 0.000000e+00 9.565474e-01 4.345258e-02 7.153027e-01 5.927451e-01 6.190709e-03 3.240612e-02 2.014306e-01 nan nan nan 5.968461e+00 6.243007e+00 5.934225e-01 9.446395e+00 3.931052e+01 1.262839e-02
2052 6.599356e+11 5.010725e-01 4.365013e-01 6.242613e-02 5.384218e-01 5.220753e-01 3.464040e-03 2.737005e-02 2.199272e-01 5.404791e+00 5.492981e+00 1.032407e+00 8.511053e+00 2.499066e+00 4.710342e-02 1.034591e+01 2.328733e+01 5.061519e-03
2053 7.199185e+11 0.000000e+00 9.625802e-01 3.741982e-02 5.492184e-03 2.123447e-01 3.416573e-03 1.492682e-02 1.637727e-01 nan nan nan 8.760845e+00 3.340625e+00 4.025834e-01 1.032348e+01 2.397665e+01 0.000000e+00
2054 6.210299e+11 2.347673e-01 7.004570e-01 6.477573e-02 3.138981e-01 3.686224e-01 2.837300e-03 4.918560e-02 2.661887e-01 3.638813e+00 1.332830e+01 3.865060e-01 7.530695e+00 3.644458e+00 2.577228e-01 7.701546e+00 2.799358e+01 6.239647e-02
2055 7.221646e+11 3.362486e-01 4.996596e-01 1.640917e-01 4.195798e-01 4.067957e-01 2.731203e-03 3.744832e-02 2.632910e-01 5.757271e+00 4.241674e+00 6.341779e-01 8.115446e+00 2.239636e+00 1.694920e-02 9.362518e+00 1.576300e+01 0.000000e+00
2056 6.455097e+11 3.271806e-01 5.701612e-01 1.026582e-01 3.134754e-01 3.247222e-01 3.514245e-03 2.382689e-02 2.066231e-01 7.271938e+00 4.199593e+00 4.101330e-02 8.642152e+00 2.676783e+00 1.485876e-01 1.000989e+01 1.421522e+01 3.063143e-02
2057 6.635107e+11 3.943851e-01 4.905557e-01 1.150592e-01 6.334679e-01 4.748686e-01 5.354879e-03 4.246173e-02 2.290053e-01 5.917198e+00 4.946021e+00 5.815138e-01 8.720667e+00 4.359105e+00 6.761680e-02 6.486760e+00 2.550263e+01 2.270664e-01
2058 7.419186e+11 2.443553e-01 4.338767e-01 3.217680e-01 3.489148e-01 3.463327e-01 2.767127e-02 2.015639e-01 3.104548e-01 5.473949e+00 1.455136e+01 4.415180e-02 8.301462e+00 4.682431e+00 6.521992e-01 6.153169e+00 2.586742e+01 1.998147e-01
2059 6.381533e+11 6.583503e-01 3.235209e-01 1.812879e-02 6.079607e-01 6.441632e-01 3.133890e-03 6.952275e-02 2.769544e-01 4.170179e+00 1.421011e+01 1.188312e+00 9.138027e+00 3.210406e+00 3.487308e-02 1.147827e+01 2.814820e+01 0.000000e+00
2060 7.683373e+11 0.000000e+00 8.741085e-01 1.258915e-01 2.172732e-02 1.753171e-01 6.919792e-03 4.894702e-02 1.997808e-01 nan nan nan 1.053568e+01 3.426746e+00 0.000000e+00 1.055347e+01 2.379975e+01 0.000000e+00
2061 6.926666e+11 0.000000e+00 8.968971e-01 1.031029e-01 5.961561e-01 4.405240e-01 2.751280e-03 5.175327e-02 2.260912e-01 nan nan nan 8.720667e+00 4.579405e+00 4.048839e-01 1.008200e+01 2.683592e+01 0.000000e+00
2062 6.271528e+11 6.777850e-01 2.702011e-01 5.201386e-02 7.011071e-01 6.994672e-01 3.118690e-03 4.198376e-02 2.374869e-01 4.489060e+00 1.299347e+01 1.695094e+00 9.484125e+00 3.400679e+00 8.553143e-02 1.081405e+01 1.787400e+01 0.000000e+00
2063 6.967493e+11 3.699319e-01 4.793864e-01 1.506817e-01 3.675168e-01 3.450321e-01 3.309467e-03 2.241324e-02 2.150485e-01 6.314806e+00 3.135949e+00 8.785027e-01 8.181519e+00 2.737115e+00 1.285885e-02 9.452397e+00 1.149066e+01 2.846218e-02
2066 6.886744e+11 4.766145e-01 4.854591e-01 3.792638e-02 5.405387e-01 5.629286e-01 3.348183e-03 1.758794e-02 2.706947e-01 6.381195e+00 7.960565e+00 7.405580e-01 1.010033e+01 2.498132e+00 1.213575e-01 1.141642e+01 2.201505e+01 0.000000e+00
2067 6.640919e+11 6.852585e-01 2.907458e-01 2.399571e-02 7.065277e-01 6.442112e-01 5.821832e-03 2.738733e-02 1.727478e-01 5.380048e+00 7.339292e+00 1.024994e+00 9.630519e+00 3.643777e+00 3.358929e-02 9.531548e+00 5.635833e+01 0.000000e+00
2068 6.251749e+11 1.959941e-01 6.690447e-01 1.349612e-01 1.553189e-01 2.564764e-01 5.034946e-03 3.239863e-02 2.210995e-01 7.219879e+00 4.075928e+00 2.931622e-02 7.217234e+00 2.793853e+00 9.147361e-02 9.712143e+00 1.674067e+01 5.633575e-03
2069 6.229716e+11 2.261300e-01 6.937120e-01 8.015797e-02 1.886159e-01 3.287497e-01 2.854002e-03 3.715179e-02 2.584515e-01 3.498569e+00 8.815123e+00 6.564384e-01 7.945252e+00 3.245500e+00 1.014319e-02 1.032498e+01 2.662047e+01 4.557948e-03
2071 5.805287e+11 6.340936e-01 3.634363e-01 2.470101e-03 7.637334e-01 6.160149e-01 4.352974e-03 2.877554e-02 2.331643e-01 5.060210e+00 7.831771e+00 1.355185e+00 8.235741e+00 3.195774e+00 4.355570e-02 1.199558e+01 2.387649e+01 0.000000e+00
2072 7.083793e+11 5.022499e-01 2.765692e-01 2.211809e-01 5.495967e-01 4.505193e-01 3.835923e-03 3.922742e-02 2.338724e-01 3.636999e+00 4.846574e+00 1.035902e+00 5.621984e+00 2.726346e+00 9.384886e-02 6.557676e+00 1.194722e+01 1.167440e-02
2073 6.155065e+11 0.000000e+00 7.593963e-01 2.406037e-01 1.546328e-01 1.682880e-01 8.430412e-03 9.389101e-02 3.145792e-01 nan nan nan 3.696744e+00 2.817120e+00 1.302036e+00 7.978021e+00 2.304334e+01 1.334513e-02
2074 6.426363e+11 2.853792e-01 5.640666e-01 1.505542e-01 5.719206e-01 4.358860e-01 3.980661e-03 4.782899e-02 2.577591e-01 5.087664e+00 1.033266e+01 7.437230e-01 5.581035e+00 3.688318e+00 2.073766e-01 7.808787e+00 1.492208e+01 6.511530e-03
2075 6.019865e+11 2.660694e-01 6.810901e-01 5.284042e-02 3.887408e-01 3.878203e-01 7.117095e-03 8.388130e-02 2.734708e-01 6.706325e+00 1.531331e+01 3.443868e-01 8.787649e+00 3.499037e+00 1.528847e-01 1.013200e+01 2.202327e+01 0.000000e+00
2076 6.425988e+11 2.198758e-01 4.447855e-01 3.353387e-01 1.922797e-01 2.951211e-01 6.367895e-03 1.031004e-01 2.717651e-01 4.933227e+00 1.212545e+01 3.141860e-01 5.723993e+00 3.685770e+00 4.361398e-01 7.216242e+00 1.606235e+01 5.620074e-02
2077 6.669818e+11 4.379717e-01 5.011176e-01 6.091075e-02 4.365510e-01 4.338069e-01 7.000827e-03 3.399665e-02 2.231117e-01 5.650890e+00 4.467762e+00 0.000000e+00 8.882275e+00 3.020223e+00 7.661403e-02 1.103517e+01 3.247651e+01 0.000000e+00
2079 6.476991e+11 0.000000e+00 8.404625e-01 1.595375e-01 1.023076e-01 1.722595e-01 3.518905e-03 3.132179e-02 2.493478e-01 nan nan nan 8.097284e+00 3.235776e+00 0.000000e+00 1.000541e+01 1.560952e+01 0.000000e+00
2081 6.063682e+11 2.754296e-01 6.848467e-01 3.972366e-02 4.590516e-02 2.970392e-01 7.299753e-03 4.228601e-02 2.385212e-01 4.593202e+00 7.168230e+00 5.225147e-01 7.104866e+00 4.603654e+00 8.222137e-02 9.705161e+00 3.246078e+01 4.749296e-03
2082 7.298200e+11 0.000000e+00 9.467087e-01 5.329133e-02 1.711233e-01 2.765837e-01 2.440410e-02 4.844192e-02 2.532903e-01 nan nan nan 7.524179e+00 2.973819e+00 4.821125e-01 9.569502e+00 9.408488e+01 4.477517e-02
2083 7.194814e+11 1.622187e-01 6.647770e-01 1.730043e-01 -4.635089e-02 2.490002e-01 4.156102e-03 2.986777e-02 2.231369e-01 3.203825e+00 6.958413e+00 3.304789e-01 7.593964e+00 2.851419e+00 4.550268e-02 9.797640e+00 1.151878e+01 0.000000e+00
2084 6.709082e+11 0.000000e+00 7.689928e-01 2.310072e-01 1.169718e-01 1.912706e-01 3.410486e-03 3.044728e-02 2.450818e-01 nan nan nan 7.692848e+00 3.366511e+00 1.647427e-01 8.472522e+00 1.486604e+01 0.000000e+00
2085 6.025250e+11 2.062545e-01 6.903561e-01 1.033893e-01 1.395820e-01 3.275015e-01 6.121511e-03 2.973933e-02 2.770571e-01 3.050106e+00 8.201874e+00 6.435101e-01 9.137782e+00 2.154669e+00 8.923791e-02 1.071083e+01 1.730533e+01 1.570896e-02
2087 6.847397e+11 5.962944e-01 3.673262e-01 3.637934e-02 6.678539e-01 6.157388e-01 3.191101e-03 4.064463e-02 1.927388e-01 6.562670e+00 1.035306e+01 8.362609e-01 9.686781e+00 4.693333e+00 0.000000e+00 8.955507e+00 4.283927e+01 0.000000e+00
2088 6.491017e+11 6.624246e-01 2.191164e-01 1.184590e-01 7.022136e-01 5.839743e-01 1.251513e-03 9.277551e-03 1.940714e-01 7.064709e+00 4.587661e+00 5.524225e-01 9.499453e+00 2.608882e+00 6.146047e-02 1.007466e+01 8.357746e+00 0.000000e+00
2089 7.058138e+11 3.584869e-01 5.736907e-01 6.782242e-02 4.420250e-01 4.325539e-01 8.918328e-03 4.169265e-02 2.149431e-01 6.105435e+00 5.344961e+00 5.091744e-01 9.038794e+00 2.709805e+00 5.612488e-02 9.523374e+00 3.326230e+01 3.987486e-03
2090 7.294923e+11 0.000000e+00 6.583151e-01 3.416849e-01 1.780358e-01 1.795003e-01 4.438634e-03 4.180906e-02 2.860338e-01 nan nan nan 4.019594e+00 2.780725e+00 8.983506e-01 6.923405e+00 1.236594e+01 7.015280e-03
2091 7.276447e+11 7.211243e-01 2.176568e-01 6.121895e-02 8.260315e-01 6.914213e-01 1.638225e-03 1.517012e-02 2.177247e-01 7.524974e+00 9.248424e+00 8.879405e-01 1.048551e+01 2.703285e+00 6.936281e-02 1.132334e+01 1.206632e+01 0.000000e+00
2092 6.544479e+11 3.351346e-01 5.986831e-01 6.618224e-02 3.044463e-01 3.173742e-01 1.971990e-03 2.071506e-02 2.836457e-01 6.016835e+00 5.420681e+00 4.878478e-01 7.968909e+00 2.834430e+00 5.536574e-03 6.168968e+00 9.785212e+00 4.327007e-03
2093 5.226510e+11 6.652370e-01 2.730023e-01 6.176072e-02 7.672482e-01 6.727169e-01 4.602177e-03 4.858852e-02 1.814906e-01 5.367257e+00 1.275223e+01 7.095437e-01 8.791842e+00 3.603782e+00 6.412608e-02 1.027291e+01 2.758209e+01 0.000000e+00
2094 6.922609e+11 3.572127e-01 5.560770e-01 8.671029e-02 5.614273e-01 5.076781e-01 6.287333e-03 7.830542e-02 2.817724e-01 3.595229e+00 1.550032e+01 6.923703e-01 8.182678e+00 3.442068e+00 2.570563e-01 9.237807e+00 1.535650e+01 4.683775e-03
2095 6.821569e+11 4.722557e-01 4.071812e-01 1.205630e-01 4.526410e-01 5.127103e-01 1.445494e-03 1.040815e-02 2.099069e-01 6.055973e+00 6.644307e+00 7.062038e-01 9.312202e+00 3.006385e+00 2.595671e-02 1.041749e+01 8.230391e+00 0.000000e+00
2096 5.299897e+11 2.249434e-01 6.171935e-01 1.578630e-01 -7.195781e-02 2.357017e-01 4.454363e-03 4.667034e-02 2.826234e-01 2.038519e+00 8.965130e+00 8.126789e-01 7.519249e+00 2.910119e+00 8.041712e-02 9.583879e+00 1.400816e+01 0.000000e+00
2097 6.247924e+11 4.842189e-01 4.500689e-01 6.571220e-02 4.842598e-01 4.630913e-01 2.356531e-03 1.545091e-02 1.706911e-01 5.466814e+00 4.949003e+00 9.170337e-01 8.506173e+00 3.361687e+00 1.002974e-01 1.056767e+01 1.721581e+01 6.222675e-03
2098 5.287433e+11 5.709877e-01 4.027567e-01 2.625567e-02 5.723134e-01 5.258886e-01 6.881602e-03 4.368855e-02 2.855004e-01 6.376106e+00 8.130122e+00 4.786890e-01 8.891547e+00 3.348677e+00 6.197429e-02 9.079210e+00 5.034722e+01 0.000000e+00
2099 6.094808e+11 0.000000e+00 8.143890e-01 1.856110e-01 2.195490e-01 2.041201e-01 1.081964e-02 6.023277e-02 2.891365e-01 nan nan nan 9.119317e+00 2.741705e+00 7.703338e-01 3.856769e+00 1.871266e+01 8.318669e-02
2100 6.852331e+11 0.000000e+00 8.470493e-01 1.529507e-01 7.508172e-02 1.639166e-01 3.602256e-03 4.769813e-02 2.520138e-01 nan nan nan 8.399345e+00 3.661297e+00 2.829244e-02 9.611162e+00 2.097442e+01 0.000000e+00
2101 6.819000e+11 4.864827e-01 4.168571e-01 9.666028e-02 4.609537e-01 5.428075e-01 5.305329e-03 8.435289e-02 3.081780e-01 4.909172e+00 1.493442e+01 7.391083e-01 8.969731e+00 3.550999e+00 7.334226e-02 1.006560e+01 2.297309e+01 9.209914e-03
2102 6.070330e+11 0.000000e+00 7.973920e-01 2.026080e-01 2.497397e-02 1.633059e-01 7.052532e-03 9.459323e-02 2.321955e-01 nan nan nan 7.162491e+00 6.452087e+00 1.155895e+00 8.812239e+00 2.498039e+01 9.748682e-03
2103 6.675646e+11 0.000000e+00 7.177974e-01 2.822026e-01 2.916803e-01 2.647673e-01 1.930573e-02 1.014493e-01 2.680818e-01 nan nan nan 4.149136e+00 4.490410e+00 6.901772e-01 7.383147e+00 1.989871e+01 1.985419e-02
2104 6.583613e+11 1.179762e-01 6.785448e-01 2.034790e-01 2.699784e-01 2.684265e-01 5.037477e-03 5.770537e-02 2.740652e-01 7.777519e+00 6.167972e+00 5.841930e-02 8.124508e+00 3.987749e+00 7.589636e-02 9.342737e+00 1.767476e+01 7.153341e-03
2105 5.275876e+11 3.745240e-01 6.060787e-01 1.939725e-02 3.879835e-01 3.813584e-01 5.114999e-03 2.363112e-02 2.586485e-01 2.897435e+00 3.803080e+00 8.492837e-01 6.365552e+00 4.231794e+00 1.939069e-02 1.044478e+01 4.521090e+01 0.000000e+00
2106 6.167737e+11 7.544643e-01 1.917918e-01 5.374399e-02 8.153241e-01 6.835889e-01 1.723711e-03 1.219165e-02 1.892724e-01 6.209562e+00 8.043752e+00 1.380254e+00 9.530640e+00 3.062125e+00 1.196370e-01 1.021431e+01 1.016034e+01 1.334411e-02
2108 5.914801e+11 6.500241e-01 3.102887e-01 3.968723e-02 7.126856e-01 6.356021e-01 1.481907e-03 8.533369e-03 2.208788e-01 4.531409e+00 5.826053e+00 1.146685e+00 9.406736e+00 2.201287e+00 9.489129e-02 1.090264e+01 9.247363e+00 0.000000e+00
2110 6.575073e+11 3.682511e-01 5.220142e-01 1.097347e-01 3.943092e-01 3.698666e-01 3.021537e-03 2.881382e-02 2.295399e-01 6.078485e+00 4.055964e+00 5.482490e-01 7.366289e+00 2.585224e+00 4.205666e-02 9.475869e+00 1.351059e+01 0.000000e+00
2111 6.415506e+11 6.494727e-01 2.544590e-01 9.606834e-02 7.868134e-01 5.970771e-01 9.883199e-03 7.083718e-02 2.311520e-01 7.079349e+00 4.825164e+00 4.562559e-01 8.913121e+00 2.701832e+00 1.151201e-01 8.175145e+00 2.933911e+01 0.000000e+00
2113 5.644282e+11 1.998167e-01 7.739961e-01 2.618719e-02 1.659709e-01 2.309162e-01 1.079121e-02 4.309083e-02 2.556650e-01 6.461560e+00 3.692172e+00 2.857192e-01 7.789184e+00 3.209793e+00 6.693796e-02 8.356374e+00 6.898213e+01 0.000000e+00
2114 6.544234e+11 3.466406e-01 4.818256e-01 1.715338e-01 3.726915e-01 3.384897e-01 4.577135e-03 3.319567e-02 2.543216e-01 3.414219e+00 4.182287e+00 8.357221e-01 5.737743e+00 2.704003e+00 2.996046e-01 8.613583e+00 1.339030e+01 2.139291e-02
2115 5.728383e+11 6.152153e-01 3.605514e-01 2.423325e-02 7.090642e-01 6.108361e-01 2.776950e-03 5.264306e-02 2.694520e-01 4.688110e+00 1.286694e+01 9.972752e-01 7.650453e+00 3.220784e+00 8.435580e-02 1.080463e+01 3.009797e+01 4.333376e-03
2116 7.172280e+11 4.644191e-01 5.050876e-01 3.049330e-02 6.362828e-01 5.400591e-01 3.629611e-03 2.355571e-02 2.086732e-01 7.722007e+00 6.758889e+00 2.460961e-01 1.010232e+01 2.949103e+00 3.797452e-02 1.085178e+01 3.962820e+01 7.385523e-03
2117 5.898830e+11 2.869969e-01 5.204140e-01 1.925891e-01 2.785900e-01 3.498669e-01 4.200685e-03 4.512894e-02 2.442896e-01 1.908249e+00 7.147573e+00 1.066370e+00 3.664183e+00 3.092821e+00 3.056750e-01 5.209441e+00 1.201314e+01 1.210459e-02
2119 5.646567e+11 1.789212e-01 7.967257e-01 2.435318e-02 1.776174e-01 2.444717e-01 3.690977e-03 1.482030e-02 1.908237e-01 7.654203e+00 3.502128e+00 3.034756e-02 8.394865e+00 3.025708e+00 3.579624e-01 1.143255e+01 3.027796e+01 0.000000e+00
2120 6.783668e+11 3.162265e-01 6.260289e-01 5.774462e-02 4.725310e-01 4.485048e-01 7.916666e-03 2.276211e-02 2.126218e-01 7.452782e+00 3.858692e+00 6.074881e-01 1.034316e+01 2.138299e+00 1.133370e-01 9.194484e+00 1.709540e+01 1.747508e-01
2121 6.586369e+11 5.992055e-01 3.324664e-01 6.832812e-02 6.723895e-01 5.571304e-01 8.014687e-03 5.224635e-02 2.104969e-01 4.600002e+00 7.006355e+00 8.584212e-01 7.472015e+00 3.392694e+00 1.656774e-01 9.059290e+00 2.950649e+01 0.000000e+00
2122 6.476784e+11 4.491119e-01 5.219819e-01 2.890626e-02 5.769198e-01 4.571774e-01 3.784556e-03 1.728781e-02 2.160103e-01 6.263428e+00 6.001101e+00 6.822399e-01 9.280522e+00 3.632174e+00 9.848333e-02 1.121942e+01 3.301558e+01 5.798373e-03
2123 5.260084e+11 5.348186e-01 4.045027e-01 6.067863e-02 6.484083e-01 5.791232e-01 1.798653e-03 2.028489e-02 1.915072e-01 4.062900e+00 8.311180e+00 8.048082e-01 6.596841e+00 3.698550e+00 1.500314e-01 8.255814e+00 1.620601e+01 0.000000e+00
2124 6.555170e+11 7.014084e-01 2.491872e-01 4.940440e-02 7.381893e-01 6.423483e-01 1.504197e-02 4.457184e-02 2.264843e-01 3.788641e+00 8.850173e+00 2.153533e+00 7.411916e+00 3.557909e+00 5.931363e-02 8.611421e+00 4.049648e+01 7.069408e-03
2126 6.448723e+11 6.182567e-01 3.305698e-01 5.117352e-02 7.419012e-01 6.592666e-01 5.711744e-03 3.273706e-02 2.353684e-01 7.489283e+00 8.290244e+00 8.979451e-01 1.055716e+01 3.173620e+00 1.093106e-01 1.049553e+01 3.478056e+01 0.000000e+00
2127 6.983406e+11 6.386488e-01 3.077590e-01 5.359214e-02 6.810458e-01 5.889059e-01 3.123172e-03 2.233639e-02 2.309912e-01 6.548395e+00 4.874558e+00 3.489817e-01 1.036449e+01 2.460852e+00 6.901264e-02 1.090201e+01 2.342919e+01 0.000000e+00
2129 6.380009e+11 0.000000e+00 8.311424e-01 1.688576e-01 3.852030e-02 1.375765e-01 7.717906e-03 4.851411e-02 2.783206e-01 nan nan nan 7.768913e+00 3.842595e+00 2.276867e-01 9.334235e+00 1.939769e+01 0.000000e+00
2130 7.181076e+11 5.999660e-01 3.369190e-01 6.311506e-02 6.297793e-01 5.236028e-01 3.519271e-03 1.608266e-02 2.189551e-01 7.885450e+00 4.086815e+00 1.064825e-01 1.015196e+01 2.294576e+00 6.778395e-02 1.124370e+01 1.495000e+01 0.000000e+00
2131 5.144546e+11 4.379588e-01 4.473535e-01 1.146876e-01 4.232710e-01 4.206433e-01 3.114510e-03 3.998071e-02 2.229741e-01 6.572650e+00 5.096209e+00 7.037706e-03 8.355106e+00 2.824192e+00 5.576497e-01 9.927561e+00 1.870918e+01 9.513054e-03
2135 6.338512e+11 0.000000e+00 9.087553e-01 9.124472e-02 2.775418e-01 2.603712e-01 2.787147e-03 2.588226e-02 2.185516e-01 nan nan nan 6.858773e+00 2.993773e+00 4.511086e-01 9.474032e+00 1.875771e+01 2.253092e-02
2136 6.114930e+11 3.571674e-01 6.097691e-01 3.306351e-02 4.537413e-01 3.998854e-01 3.055994e-03 1.905053e-02 2.577029e-01 4.451738e+00 7.628382e+00 5.332840e-01 7.529265e+00 2.875779e+00 7.606151e-02 1.013987e+01 1.638726e+01 0.000000e+00
2137 5.905106e+11 2.324197e-01 7.354775e-01 3.210271e-02 2.158715e-01 3.062111e-01 5.285389e-03 2.024452e-02 1.694197e-01 7.913833e+00 3.906290e+00 9.350193e-02 9.137044e+00 2.840982e+00 9.698464e-03 1.125304e+01 2.588893e+01 0.000000e+00
2138 5.420119e+11 5.772931e-01 3.699864e-01 5.272053e-02 5.355625e-01 4.513243e-01 1.338594e-03 1.298508e-02 1.979231e-01 6.521211e+00 3.284022e+00 1.908829e-01 9.054798e+00 2.928664e+00 6.222163e-02 1.046971e+01 1.462440e+01 0.000000e+00
2139 6.634411e+11 4.621241e-01 5.082212e-01 2.965472e-02 4.981734e-01 4.416373e-01 6.053274e-03 1.878995e-02 1.991196e-01 6.706325e+00 5.111957e+00 1.096545e-01 6.645741e+00 2.817387e+00 7.427813e-02 1.080137e+01 3.898961e+01 0.000000e+00
2140 6.827533e+11 6.269242e-01 3.042984e-01 6.877749e-02 7.795043e-01 6.309137e-01 3.435282e-03 4.487186e-02 2.366001e-01 5.652452e+00 9.502006e+00 8.788377e-01 9.031777e+00 3.103729e+00 1.500943e-01 8.211570e+00 2.770485e+01 0.000000e+00
2141 5.740035e+11 0.000000e+00 8.110209e-01 1.889791e-01 7.259556e-02 1.541746e-01 9.471230e-03 4.382068e-02 3.211318e-01 nan nan nan 5.840026e+00 2.740957e+00 1.755766e-01 8.384774e+00 1.586317e+01 1.823786e-02
2142 6.021723e+11 4.176865e-01 5.617361e-01 2.057737e-02 4.477788e-01 5.234826e-01 6.217070e-03 4.629266e-02 2.877239e-01 4.795757e+00 1.260752e+01 5.069591e-01 8.715227e+00 3.553572e+00 9.318187e-02 1.134439e+01 4.475411e+01 0.000000e+00
2143 7.157189e+11 3.827110e-01 5.355196e-01 8.176936e-02 2.929886e-01 3.863295e-01 3.780461e-03 3.013316e-02 2.202951e-01 5.596139e+00 6.404731e+00 3.925080e-01 9.390639e+00 3.524852e+00 7.444881e-02 1.045239e+01 1.873606e+01 0.000000e+00
2145 5.161310e+11 0.000000e+00 6.184794e-01 3.815206e-01 5.212566e-02 1.562750e-01 6.249016e-03 4.811728e-02 2.919978e-01 nan nan nan 3.534654e+00 2.211953e+00 9.174145e-01 6.971222e+00 1.111091e+01 5.458091e-02
2146 5.571679e+11 3.353131e-01 4.920199e-01 1.726670e-01 4.902511e-01 4.434661e-01 2.788517e-03 3.352959e-02 2.897020e-01 2.513158e+00 5.206112e+00 1.198722e+00 7.920460e+00 1.787727e+00 3.931191e-01 8.906965e+00 1.296315e+01 4.889003e-03
2147 6.308069e+11 3.374906e-01 5.565371e-01 1.059723e-01 4.110380e-01 3.929217e-01 3.536762e-03 2.748772e-02 1.909028e-01 3.703971e+00 4.889235e+00 8.383472e-01 6.151681e+00 3.495516e+00 1.720933e-01 9.002105e+00 1.840510e+01 0.000000e+00
2148 6.155662e+11 2.306481e-01 7.369582e-01 3.239363e-02 1.824348e-01 3.270403e-01 6.435134e-03 2.521824e-02 2.688011e-01 2.117390e+00 9.463383e+00 6.467842e-01 8.435346e+00 2.475552e+00 1.624948e-02 1.018836e+01 4.658412e+01 4.263227e-03
2149 7.517908e+11 3.114192e-01 3.955571e-01 2.930237e-01 3.149767e-01 2.826099e-01 4.756608e-03 6.630308e-02 2.819336e-01 7.595224e+00 3.283284e+00 0.000000e+00 8.025920e+00 2.126898e+00 0.000000e+00 9.987468e+00 1.580845e+01 0.000000e+00
2150 6.512745e+11 0.000000e+00 8.376860e-01 1.623140e-01 1.115107e-01 1.842686e-01 2.923100e-03 2.847398e-02 2.616307e-01 nan nan nan 5.482268e+00 3.032332e+00 4.705948e-01 7.855127e+00 1.246605e+01 2.803367e-02
2152 5.169273e+11 5.182872e-01 4.597002e-01 2.201261e-02 5.552657e-01 5.767546e-01 9.214041e-03 2.907139e-02 2.750940e-01 3.115681e+00 9.783743e+00 7.804813e-01 7.975633e+00 3.048959e+00 4.548331e-02 1.097273e+01 7.635431e+01 0.000000e+00
2153 6.580709e+11 2.457502e-01 7.220338e-01 3.221597e-02 -1.174834e-01 2.269598e-01 5.182337e-03 2.443223e-02 2.423532e-01 2.723933e+00 5.005977e+00 9.172255e-01 8.230138e+00 3.025673e+00 8.912057e-02 1.001111e+01 5.009295e+01 4.358907e-03
2154 6.492748e+11 2.716475e-01 6.322369e-01 9.611563e-02 3.758416e-01 3.754986e-01 2.873129e-03 3.765234e-02 2.703921e-01 6.741361e+00 5.802901e+00 3.698969e-01 9.758769e+00 2.876078e+00 3.007814e-02 9.318134e+00 1.603330e+01 0.000000e+00
2156 5.463648e+11 3.650339e-01 5.458023e-01 8.916374e-02 4.893846e-01 3.778639e-01 7.192000e-03 5.879384e-02 2.438747e-01 2.885366e+00 2.295081e+00 1.090287e+00 5.380048e+00 2.159381e+00 2.650348e-01 6.714044e+00 3.986648e+01 5.705286e-02
2157 5.937938e+11 6.026026e-01 3.553488e-01 4.204861e-02 7.080424e-01 6.691774e-01 1.296540e-03 2.560715e-02 2.728873e-01 4.361670e+00 1.130063e+01 1.108131e+00 1.003703e+01 3.069587e+00 7.478731e-02 1.086330e+01 1.279134e+01 1.081934e-02
2158 5.697778e+11 6.482744e-01 3.275576e-01 2.416800e-02 7.798763e-01 5.713397e-01 8.726934e-03 1.022771e-01 2.913321e-01 7.105704e+00 1.020031e+01 5.120305e-01 9.101035e+00 2.959683e+00 1.153559e-01 9.043300e+00 2.031022e+01 0.000000e+00
2159 5.939326e+11 4.591063e-01 4.296141e-01 1.112796e-01 4.890127e-01 5.057899e-01 2.030844e-03 1.786923e-02 2.667325e-01 4.271354e+00 7.910404e+00 1.153500e+00 7.460161e+00 2.742749e+00 5.882273e-02 8.624380e+00 1.404203e+01 4.194354e-03
2160 5.965454e+11 4.661933e-01 4.703212e-01 6.348551e-02 5.260176e-01 5.262752e-01 1.317042e-03 3.227304e-02 2.368666e-01 4.822532e+00 7.529785e+00 5.953572e-01 8.312823e+00 3.285787e+00 7.524839e-02 1.014617e+01 2.911935e+01 1.544726e-02
